573,吊橋,(SUSPENSION BRIDGE),雙手食指及中指伸直在身前相碰後左右向上拉開。
574,吐,(VOMIT),手拍胸後再往前翻。
575,各,(EVERY),一手食指伸直，手背重複拍打另一手手心。
576,各式各樣,(VARIOUS),雙手姆指及食指伸值，分別向左右拉開同時手腕轉動。
577,向,(TOWARDS),雙手掌心相對。
578,名片,(NAME CARD),食指和姆指彎曲，從胸前口袋處移出。
579,名字_N,(NAME_N),姆指伸直碰另一手手掌心。
580,名字_S,(NAME_S),食指和姆指伸直，橫放於胸前。
581,名產,(SPECIALTY GOODS),東西+有名_B。
582,名譽,(REPUTATION),名字_N+光榮。
583,合,(TOGETHER),雙手攤開，手指微彎，兩手相對，往內相合。
584,吃,(EAT),五指尖接觸，重複碰觸嘴巴。
585,吃光,(EAT UP),一手手心朝上不動，另一手食指捲曲碰手心後往後拉。
586,吃飯,(DINE),一手在嘴巴前做扒飯狀(另一手可以接近下巴做持碗狀)。
587,吃飽了,(FULL (TO EAT TILL FULL)),雙手掌心朝內，由肚子往外平行推出。
588,吃虧,(SUFFER LOSSES_B),五指捲曲在口前往外拉。
589,吃驚,(STARTLE_A),五指捲曲碰胸前，且身體也同時往後一動。
590,因為,(BECAUSE),雙手姆指和食指指尖接觸成圈狀並相扣，其餘伸直。由上往下拉。
591,回家_A,(GO HOME_A),家_A+離開。
592,回家_B,(GO HOME_B),家_B+離開。
593,回答,(ANSWER),雙手食指和姆指捲曲在口前相碰，再向前送出。
594,地,(LAND),姆指與其他四指摩擦。
596,地下道,(UNDERGROUND PASSAGE),一手掌心向下，另一手食指中指作走路狀於其下方走過。
597,地方,(PLACE),五指彎曲分開往下放。
598,地瓜,(SWEET POTATO),地+瓜。
599,地址_A,(ADDRESS_A),一手食指和中指捲曲，重複敲另一手伸直併攏的食指和中指上。
600,地址_B,(ADDRESS_B),住+號碼_A。
601,地址_C,(ADDRESS_C),房子+號碼_B。
602,地址_D,(ADDRESS_D),房子+號碼_A。
603,地理,(GEOGRAPHY),地+整理。
604,地毯,(CARPET),一手手心朝下，另一手五指捲曲在其手背轉動。
605,地震,(QUAKE),雙手張開，掌心朝下，在身前震動。
606,在,(AT),雙手握拳向下放。
607,在家閒晃,(STAY AT HOME IDLY),一手掌心朝斜下方，另一手拇指小指伸直在其下方繞動
608,多,(MANY),雙手掌心向上向兩邊做波浪形拉開。
609,多才多藝_A,(VERSATILE_A),食指伸直點胸後，往旁移動並且將中指伸直，然後再點胸一次。
610,多才多藝_B,(VERSATILE_B),食指及中指伸直碰胸，並往旁再點一次。
611,多少,(HOW MANY),姆指緊貼掌心，其餘伸直，由食指依序彎起。
612,多次,(MANY TIMES),一手五指伸直，由上而下依序彎起手指。
613,多的是,(SUFFICIENT_A),姆指小指伸直，姆指重複點胸口。
614,多長?,(HOW LONG),長+多少
615,多重?,(HOW MUCH WEIGHT),重+多少
616,多遠?,(HOW FAR),短+長+短+長
617,奸細_A,(SPY_A),姆指貼於掌心，掌心朝左，先觸左胸再移至右胸處。
618,奸細_B,(SPY_B),手貼於一側嘴角，再貼於另一側嘴角。
619,好,(GOOD),手握拳碰鼻。
620,好不好,(HOW ABOUT),姆指與小指輪流重複彎動。
621,好心,(KIND_B),心_A+棒_A。
622,好吃_A,(DELICIOUS_A),吃+珍惜。
623,好吃_B,(DELICIOUS_B),吃+棒_A。
624,好多,(A LOT),雙手握拳相對，向下動作時同時將手打開。
625,好色,(LUSTFUL),用舌頭舔一手小指側邊。
626,好奇,(CURIOUS),雙手食指捲曲分別碰兩頰向外摩擦移動。
627,好險,(FORTUNATELY),一手碰額頭後向外揮出 。
628,她,(SHE),食指指向另一手小指。
629,如同,(SIMILAR),雙手食指、姆指彎曲指尖相對，在身前輕搖。
630,如果,(IF),四指指尖觸臉頰，上下擺動。
631,字,(CHINESE CHARACTER),五指指尖相觸成小圈狀，碰另一手掌心。
632,字典,(DICTIONARY),雙手指尖相碰，姆指在上，姆指重複打開成水平。
633,存錢_A,(SAVE MONEY_A),一手掌心向內，橫放於胸前。另一手拇指和食指接觸成圈，其餘三指伸直，重複在其虎口處往下移動。


634,存錢_B,(SAVE MONEY_B),一手”錢”放於另一手手心上後，'錢'往上拉。
635,守,(WAIT_B),拇指、食指和小指伸直，放於身體一側。
636,守時,(PUNCTUAL),時間_A+服從。
637,守衛,(GUARD),檢查+守
638,守舊,(CONSERVATIVE_A),食指在頭上往前動 。
639,安排,(ARRANGE),雙手指尖向前，掌心相對，由一側移到另外一側。
640,安慰,(COMFORT (MAKE TO FEEL BETTER)),一手姆指伸直不動，另一手五指伸直碰其指背重複劃下。
641,安撫,(COMFORT),一手姆指伸直不動，另一手五指伸直碰其指背重複劃下。
642,安靜,(QUIET),雙手掌心朝下相疊，再往兩側拉開。
643,州,(CONTINENT),雙手食指，中指和無名指伸直並相插似”州”字。
644,年,(YEAR),一手食指和姆指捏起，另一手食指繞一圈後碰指尖。
645,年老,(AGED),手向額頭處移動並同時將手指併攏。
646,年長,(AGED),手向額頭處移動並同時將手指併攏。
647,年紀,(AGE),在下巴處，姆指緊貼掌心，其餘伸直，由食指依序彎起。
648,年輕,(YOUNG),五指併攏在臉前向旁打開。
649,年齡,(AGE),在下巴處，姆指緊貼掌心，其餘伸直，由食指依序彎起。
650,式,(STYLE),姆指、食指和中指伸直，在胸前水平移動。
651,忙,(BUSY),雙手放在肩膀上，肩膀輪流上下搖動。
652,忙碌,(BUSY),雙手五指捲曲在肩膀上，肩膀輪流上下搖動。
653,成功,(SUCCEED),雙手掌心朝下，一手從另一手下方移到其手背上。
654,成立,(ESTABLISH),雙手五指捲曲成方形，掌心相對，在胸前往下一放。
655,成長,(GROW UP),一手掌心朝下，在胸前往上移動。
656,成績,(GRADES),雙手無名指伸直重複搖動。
657,扣,(SUBTRACT),雙手掌心朝內，指尖相對。一手手臂由上而下在另一手手掌心內一擦而過。
658,收到,(RECEIVE),雙手掌心朝上，由外向身體移動。
659,收信_N,(RECEIVE A LETTER_N),一手食指和中指伸直，置於另一手食指與中指之間，並由其間往身體移動。
660,收信_S,(RECEIVE A LETTER_S),雙手食指和中指伸直，掌心向內，指尖相疊且向內移入。
661,收集,(COLLECT),雙手在身前輪流向內合起，成五指彎曲且指尖接觸。
662,收據,(RECEIPT),收到+證明。
663,早上,(MORNING),手握拳在頭旁往下拉。
664,有,(HAVE),手五指伸直向前一推。
665,有名_N,(FAMOUS_N),一手姆指伸直貼於另一手手心，一起向外動。
666,有名_S,(FAMOUS_S),手放胸前，掌心朝側邊， 往外拉。
667,有沒有,(HAVE NOT HAVE (INTERROGATIVE)),手掌心向前，重複開合。
668,有面子,(HONORABLE),雙手拇指食指伸直從臉部兩側往外放。
669,有時,(SOMETIMES),食指伸直，其餘三指與拇指重複碰觸，在胸前向身體另一側移動。
670,有意,(ON PURPOSE),雙手食指伸直相碰交互前後動。
671,有錢,(RICH),雙手姆指和食指指尖相接成圈，其餘伸直，掌心相對，姆指、食指重複彈開。
672,死背,(LEARN BY ROTE),雙手合起，一手五指微彎放於頭上方。
673,汗,(SWEAT),雙手攤開，中指在太陽穴重複往下擦。
674,池,(POND),一手掌心朝內，另一手掌心朝上，在其與身體間指頭抖動繞圈做流水狀。
675,污染,(POLLUTE),髒+傳染。
676,灰,(GRAY),姆指，食指和中指伸直，姆指觸鼻旁，其餘二指幌動。
677,灰心,(DISCOURAGED),五指彎曲放於胸前向下拉並合起 。
678,百_A,(HUNDRED_A),食指伸直，指尖先朝下轉成朝上。
679,百_B,(HUNDRED_B),食指在身前彈出伸直。
680,百_C,(HUNDRED_C),姆指、食指和中指指尖接觸，其餘伸直，掌心向外。
681,竹子_N,(BAMBOO_N),雙手中指和姆指指尖相接，其餘伸直；一手食指放於另一手的掌心內成上下一直線，中指姆指重複彈開。
682,竹子_S,(BAMBOO_S),雙手姆指和食指指尖相接，其餘伸直，上下置於胸前並分別上下移動，同時指尖重複開合。
683,米,(RICE),一手姆指及食指捏緊，另一手食指重複碰其指尖。
684,羊,(SHEEP),雙手食指伸直放於太陽穴旁，再抓下巴做鬍鬚狀。
685,老虎,(TIGER),姆指、食指和中指捲曲，在下巴處向上翻成掌心向外。
686,老是,(ALWAYS),姆指食指伸直在臉前合起成指尖相碰。
687,老師_N,(TEACHER_N),姆指觸胸，其餘四指重複晃動。
688,老師_S,(TEACHER_S),姆指食指伸直，食指重複上下擺動。
689,老鼠,(MOUSE),姆指、食指和中指伸直，姆指碰鼻，其餘二指幌動。
690,老實,(SIMPLEMINDED),雙手五指收攏，分別在腰際處與胸上相觸。
691,考_N,(TEST_N),雙手姆指直立在胸前交替上下擺動。此打法與「考試_N」相同。
692,考_S,(TEST_S),雙手握拳在手腕處交叉，同時重複轉動。此打法與「考試_S」相同。
693,考試_N,(TEST_N),雙手姆指直立在胸前交替上下擺動。此打法與「考_N」相同。
694,考試_S,(TEST_S),雙手握拳在手腕處交叉，同時重複轉動。此打法與「考_S」相同。
695,而且,(AND ALSO),食指和中指伸直往下畫”∥”形，再向右畫”═”形。
696,耳朵,(EAR),食指與姆指一起捏住耳朵。
697,耳塞,(EARPLUG),雙手五指相接，在耳側轉動。
698,耳罩,(EAR COVERING),雙手手指微微打開略成圓，罩住耳朵。
699,耳環,(EARRING),雙手拇指和食指接觸成圈，其餘三指伸直，分別捏住兩耳 。
700,肉_A,(MEAT_A),一手姆指及食指輕捏另一手手虎口。
701,肉_B,(MEAT_B),一手拇指及食指輕捏另一手手背。
702,肉圓,(TAIWANESE MEATBALLS),一手掌心向上，另一手於其上方作剪肉圓的動作。
704,自大_A,(ARROGANT_A),五指指尖彎曲觸鼻後稍微往上提。
705,自大_B,(ARROGANT_B),雙手姆指食指伸直，食指重複輪流點胸前並縮起食指。
706,自己_N,(SELF_N),食指伸直重複輕敲另一側胸前。
707,自己_S,(SELF_S),食指伸直，重複向上輕擦胸前。
708,自由,(FREE),雙手食指伸直，輪流輕敲胸前。
709,自立自強,(SELF_SUPPORTING),自己_N+雙手握拳輪流前後動。
710,自行車_A,(BICYCLE_A),雙手握拳，一前一後，重複向前轉動。
711,自行車_B,(BICYCLE_B),雙手食指和姆指捲曲，兩手姆指和食指相接，掌心朝下，重複向前推。
712,自然,(NATURAL),食指點胸後，打開成五指張開 。
713,舟,(BOAT),雙手掌心朝上，相併成船形，往外做飄浮狀。
714,血_A,(BLOOD_A),一手四指捲曲，貼於掌心，掌心向下，放在另一手的食指上，形成”血”字形。
715,血_B,(BLOOD_B),一手食指觸摸嘴唇表示紅色，之後手指張開，在另一手手背前往下移動。
716,血型,(BLOOD TYPE),紅_N+耳+A+B+C。
717,行,(WALK_B),雙手食指和中指伸直朝下，交替前後動同時手指擺動。
718,行李,(LUGGAGE),雙手握拳，在腰旁做提行李狀。
719,行走,(WALK_A),食指和中指伸直朝下，雙指前後輪流動向前做走路狀。
720,衣服,(CLOTHES),食指和姆指將衣服拉起一角。
721,西,(WEST),雙手食指和姆指伸直，食指指尖向下，掌心向內並列並往右下角垂下。
722,西瓜,(WATERMELON),雙手姆指和小指伸直，掌心朝內，小指相觸，放在嘴巴前，做吃西瓜狀。
723,西班牙,(SPAIN),雙手姆指和小指伸直，姆指碰觸口的兩邊；再在右腰下雙手食指和姆指指尖接觸似抓‘紅布’之手勢（鬥牛）。
724,西裝,(SUIT),雙手姆指伸直向上，掌心向內，向前翻轉成雙手掌心相向。

725,西餐,(WESTERN STYLE FOOD),兩手食指及中指都伸直併攏，一手作切肉狀。
726,住,(LIVE),一手握拳，指背貼於太陽穴處，手肘撐於另一手手背上。
727,住址_A,(ADDRESS_A),手食指和中指捲曲，重複敲另一手伸直併攏的食指和中指上。同「地址_A」。
728,住址_B,(ADDRESS_B),住+號碼_A。同「地址_B」。
729,住址_C,(ADDRESS_C),房子+號碼_B。同「地址_C」。
730,住址_D,(ADDRESS_D),房子+號碼_A。同「地址_D」。
731,伴,(ACCOMPANY),一手食指伸直不動，另一手食指伸直向其移動後相碰。
732,佛教,(BUDDHISM),一手姆指，中指和無名指指尖相接橫放，另一手食指伸直，重複輕敲其中指。
733,佔據,(OCCUPY),拇指伸直，用力放於另一手手背上。
734,似乎,(SIMILAR),雙手食指彎曲和姆指指尖相對，掌心向上，在身體前畫半圓。
735,但是,(BUT),掌心向外，轉成掌心向內。
736,佣人,(SERVANT),一手重複抓另一手的手肘 。
737,作文,(COMPOSITION),寫+文。
738,作業,(HOMEWORK),做+表格。
739,作弊,(CHEAT IN EXAM),手背重複擦臉頰 。
740,你,(YOU),食指指向對方。
741,你倆,(YOU TWO),食指和中指伸直，指向對方擺動。
742,你們,(YOU (PL.)),食指在身前畫一圈。
743,你們兩個,(YOU TWO),食指和中指伸直，指向對方擺動。
744,伯父,(UNCLE (father's older brother)),父親+兄。
745,低,(LOW),手掌朝下放。
746,免費,(FREE OF CHARGE),拇指和食指捏起成一圓圈，向下打開 。
747,冷,(COLD),雙手握拳，掌心相對，在胸前抖動。
748,冷靜,(CALM DOWN),左右手在胸前，由上往下壓。
749,別的,(OTHER),一手掌心朝內，另一手手背與其相靠再往外一伸。
750,利,(PROFIT),手輕擦下巴。
751,刨木頭,(SHAVE THE WOOD OFF ),雙手食指及姆指伸直，掌心朝下，雙手平行同時往前推。
752,努力,(EFFORT),一手握拳，另一手放其上臂處，握拳的手用力向內曲臂。
753,卵,(EGG_B),五指微彎在胸前搖晃 。
754,吝嗇_A,(STINGY_A),小指在鼻邊重複彎動。
755,吝嗇_B,(STINGY_B),一手拇指和食指接觸成圈，其餘三指伸直，放於嘴前。
756,呆子,(FOOL),姆指、食指和中指捲曲，放於鼻上。
757,呆板,(DULL_A),一手姆指伸直不動，用另一手姆指重複碰它並向下移動。
758,吳_A,(WU_A (SURNAME)),五指張開微彎，指尖碰胸前。
759,吳_B,(WU_B (SURNAME)),中指和姆指在口邊持續指尖相觸，其餘手指微張。
760,呂,(LU(SURNAME)),雙手姆指和食指成圈狀，一上一下相接觸。
761,告密,(LEAK OUT),一手五指捲曲且指尖接觸在另一手手心下向前打開成五指伸直張開。
762,告訴,(TELL),一手拇指伸直，另一手五指指尖相碰，對著姆指打開成五指伸直。
763,吹口哨,(WHISTLE),拇指及食指放嘴前吹氣。
764,吹牛,(BOAST),姆指及食指捲曲放於太陽穴，嘴頰鼓起。
765,吻,(KISS),雙手五指指尖相觸，兩手指頭相碰重複轉動。
766,吸引,(ATTRACT),一手姆指伸直，另一手食指伸直指向姆指，雙手同時向內一動。
768,吸毒,(DRUG ABUSE_B),雙手拇指小指伸直，兩手相接置於嘴角，同時用口吸氣。
769,吵,(QUARREL),雙手食指伸直，在胸前重複相打。
770,吵架,(QUARREL),雙手食指伸直，在胸前重複相打。
771,吵鬧,(NOISY),雙手姆指與中指捏緊，食指放耳朵邊，姆指與中指重複彈開。
772,吼,(SHOUT),雙手放於口邊，口張開。
773,困難,(DIFFICULT),以食指和姆指捏臉頰。
774,坐,(SIT),雙手食指和中指伸直並併攏，一手放在另一手上。
775,壯,(STRONG),雙手握拳手臂往身體彎起。
776,嫉妒,(JEALOUS),掌心朝外，食指在鼻前重複捲曲。
777,妓女_A,(PROSTITUTE_A),拇指及食指捏起，小指伸直，重複在胸前往下劃。
778,妓女_B,(PROSTITUTE_B),小指伸直，食指捲曲輕擦下巴。
779,完了,(FINISH),一手指尖碰觸另一手手掌心。
780,完全,(ALL),雙手掌心朝下，往下畫半圓相碰。
781,完成,(ACCOMPLISH),雙手掌心朝下，一手移到另一手之手背上。
782,完美,(PERFECT),雙手姆指和食指交叉成十字，一上一下擺在身前。
783,局,(BUREAU),一手指尖向上，另一手拇指與其他四指平行，雙手相觸模仿”局”的「尸」字形。
784,屁股,(BUTTOCKS),雙手手指略彎，手心向外，雙手向外往前一放。
785,尾巴,(TAIL),食指在另一手手肘處擺動。
786,希望,(HOPE),食指捲曲放在額頭上。
787,希臘,(GREEK),希望+國。
788,床,(BED),雙手姆指、中指和無名指指尖捏起且相接觸，其餘伸直。
789,弟弟,(YOUNGER BROTHER),中指伸直觸頰，再往下放。
790,忘,(FORGET),五指捲曲且指尖相觸在太陽穴旁往上打開。
791,忘記,(FORGET),五指捲曲且指尖相觸在太陽穴旁往上打開。
792,忍不住,(CAN'T TOLERATE),忍受+不能。
793,忍受,(TOLERATE),一手掌心朝上放於胸口處。
794,忍耐,(TOLERATE),一手掌心朝上放於胸口處。
795,快_N,(FAST_N),姆指及食指伸直往上快速一動。此打法與「快速_N」相同。
796,快_S,(FAST_S),姆指及食指捏住彈開成姆指伸直。此打法與「快速_S」相同。
797,快速_N,(FAST_N),姆指及食指伸直往上快速移動。此打法與「快_N」相同。
798,快速_S,(FAST_S),姆指及食指捏住彈開成姆指伸直。此打法與「快_S」相同。
799,快樂,(HAPPY),雙手輪流重複上下輕擦胸前。打法與「高興」、「歡喜」相同。
800,戒指,(RING),一手姆指和食指碰觸另一手中指。
801,我_A,(I_A),食指觸鼻尖。
802,我_B,(I_B),食指指著胸口。
803,我倆,(WE TWO),食指和中指伸直，在你我之間擺動。
804,我們,(WE),食指先指胸口後在胸前劃一圈。
805,我們兩個,(WE TWO),食指和中指伸直，在你我之間擺動。
806,抄_A,(HANDWRITTEN COPY_A),寫+學習。
807,抄_B,(HANDWRITTEN COPY_B),寫+一模一樣_C。
808,抗拒,(RESIST),手握拳，手臂肘部由下往上用力一提。
809,技巧,(TECHNIQUE),手重複拍另一手手背 。此打法與「技術」相同。
810,技術,(TECHNIQUE),手重複拍另一手手背 。此打法與「技巧」相同。
811,扭傷,(SPRAIN),雙手食指中指勾起，相對往反方向扭動。
812,把握時間_A,(SEIZE THE DAY_A),時間_A+搶_A。
813,把握時間_B,(SEIZE THE DAY_B),時間_A+保護。
814,找,(LOOK FOR),拇指和食指捏起，其餘手指伸直，在眼睛前繞圈圈。此打法與「尋找」相同。
815,找到,(FOUND IT),找+及格。
816,批評,(CRITICIZE),一手五指伸直併攏，在另一手手心上重複左右移動 。
817,折斷,(SNAP),雙手食指伸直，相碰後往上左右分開。
818,投降_A,(SURRENDER_A),雙手向上舉起做投降狀。
819,投降_B,(SURRENDER_B),白+旗子。
820,投票,(VOTE),一手姆指與其他四指彎曲放身前，另一手四指向下朝其虎口放。
821,投資,(INVEST),一手五指伸直併攏，掌心朝上，置於胸前。另一手拇指和食指捏起，其餘手指伸直，向另一手甩出，同時手指打開。
822,抓,(CATCH_B),一手張開抓住另一手姆指向內拉。
823,改,(CHANGE_A),雙手食指和中指伸直橫放，掌心由朝外翻轉成朝內。
824,更,(EVEN MORE),雙手掌心向下一上一下放在胸前，在下面那隻手移到另一手上面。此打法與「愈」、「越」相同。
825,束縛,(CONSTRAIN),另一手拇指和食指捏住另一手拇指。

826,李,(LI (SURNAME)),一手的食指中指捲曲，另一手食指捲曲，兩手相扣後擺動。
827,每,(EVERY),一手食指伸直，手背重複敲打另一手手心。
828,求,(BEG),雙手重複摩擦 。
829,沙,(SAND),姆指與其他四指摩擦。
830,沙拉醬,(DRESSING),一手握拳在另一手掌心上繞圓作擠沙拉醬狀。
831,決定,(DECIDE),雙手掌心上下相對，四指捲曲，用力相扣。
832,沒有,(NOT HAVE),手在身前，掌心朝上重複合起。
833,沒有用_A,(USELESS_A),手掌併攏，重複擦下巴。
834,沒有用_B,(USELESS_B),一拇指和食指接觸成圈，在另一手掌心上，向外移動，同時張開拇指和食指。

835,沒有事情,(NOTHING TO DO),沒有+事情。
836,沒有問題_A,(NO PROBLEM_A),沒有+問題。
837,沒有問題_B,(NO PROBLEM_B),姆指及小指伸直在身前用力向外一動。
838,沒有問題_C,(NO PROBLEM_C),姆指及小指伸直碰鼻子後用力向外一動。
839,沒有辦法_A,(NO WAY_A),沒有+辦法。
840,沒有辦法_B,(NO WAY_B),食指重複彎起成捲曲狀。
841,沒味道,(TASTELESS),手拍下巴。
842,沒關係,(DOESN'T MATTER),雙手姆指和食指指尖相接成圈且兩圓圈相扣，其餘伸直，再打開。
843,汽水_N,(SODA POP_N),一手五指指尖相觸成圈，橫放在胸前；另一手食指和中指伸直，掌心向下，在其圈口上往上拉，做開瓶狀。
844,汽水_S,(SODA POP_S),五指指尖相接，由口旁往上移並重複開合。
845,汽車駕照,(DRIVER'S LICENSE),開車+證明。
846,男,(MAN),姆指伸直，左右擺動。
847,男同性戀,(GAY),雙手拇指相靠摩擦。
848,男性團體,(MALE GROUP),雙手拇指在胸前向內畫半圈並相觸。
849,私,(PROFIT),手掌輕擦下巴。
850,禿頭,(BALD),五指伸直中指碰頭頂並向後動 。
851,系列,(SERIES),一手姆指伸直不動，另一手握拳在其手背處向下打開成五指伸直。
852,系統,(SYSTEM),一手姆指伸直不動，另一手握拳在其手背處向下打開成五指伸直。
853,肝,(LIVER),一手食指中指伸直橫放於腹側，另一手食指於其上往下畫，仿'干'字形。
854,良好,(GOOD),手握拳碰鼻。
855,芒果_N,(MANGO_N),四指伸直與姆指平行放口前，在口前上下動。
856,芒果_S,(MANGO_S),雙手四指伸直併攏且與姆指平行放口前，一起向外輕動。
857,見,(SEE),食指和中指伸直，從眼前往外動。
858,豆,(BEAN),食指和姆指指尖相接成圈，在口前重複打開。
859,豆腐,(TOFU),豆+麵包。
860,豆漿,(SOYBEAN MILK),豆+奶_S。
861,貝殼,(SHELL),雙手握拳，掌心相對上下相疊，重複打開。
862,走,(WALK),食指和中指伸直朝下，兩指交替前後動向前做走路狀。
863,走私,(SMUGGLE),躲+運輸。
864,足夠_N,(ENOUGH_N),一手拇指和食指接觸成圈，其餘三指伸直。碰下巴後，拇指和食指張開。

865,足夠_S,(ENOUGH_S),一手握拳，另一手從其上向外擦出。
866,足球,(SOCCER),一手五指捲曲且指尖相觸，另一手食指及中指伸直重複碰之，如踢球狀。
867,身分證,(ID CARD),身體+證明。
868,身兼數職,(WEAR MANY HATS),食指伸直點胸後往旁拉並依序將中指無名指及小指也伸直 。
869,身體,(BODY),食指朝身體畫一圈 。
870,車_A_N,(CAR_A_N),一手掌心朝下，另一手在其上，下面的手前後動。
871,車_B_N,(CAR_B_N),一手掌心朝下，另一手姆指伸直，其餘彎曲併攏在其上，下面的手前後動。
872,車_S,(CAR_S),雙手拇指和食指各相觸成一圓圈，掌心朝下，同時往前移動。
873,車庫,(GARAGE),一手拇指與四指平行相對，移至另一手掌心斜下方
874,車禍,(CAR ACCIDENT),雙手姆指伸直，其餘彎曲併攏並和姆指相對成平行狀掌心朝下，互相碰撞。
875,辛苦,(TOILSOME),手握拳，掌心朝後，輕敲太陽穴。
876,迅速_N,(FAST_N),姆指及食指伸直往上快速一動。
877,迅速_S,(FAST_S),姆指及食指捏住彈開成姆指伸直。
878,那個,(THERE),食指指向旁邊。
879,那裏,(THERE),食指指向旁邊。
880,防禦,(DEFEND),一手四指彎曲併攏，另一手將其向外推。
881,乳房_N,(BREAST_N),掌心向上，在胸旁重複開合。
882,乳房_S,(BREAST_S),食指捲曲放於口前。
883,事,(AFFAIRS),雙手掌心向上一前一後交替重複動。
884,事情,(AFFAIRS),雙手掌心向上一前一後交替重複動。
885,亞,(ASIA_B),食指和中指伸直向上，掌心朝內，放口前。
886,亞洲,(ASIA),黃+州。
887,享受,(ENJOY),利+接受。
888,依靠,(LEAN),雙手姆指伸直向上，一手貼於另一手下方。
889,依賴,(LEAN),雙手姆指伸直向上，一手貼於另一手下方。
890,侍者_A,(WAITER_A),佣人+男。
891,侍者_B,(WAITER_B),服務_N+男。
892,供應_A,(SUPPLY_A),一手姆指伸直，另一手掌心朝上碰姆指。
893,供應_B,(SUPPLY_B),左右手心朝上，同時往外一伸。
894,來,(COME),食指伸直朝內拉。
895,來不及,(IT'S TOO LATE),姆指與食指伸直，大姆指頂另一手手心後往上一轉。
896,來得及,(ABLE MAKE IN TIME),姆指小指伸直，姆指重複點胸口。
897,來源,(ORIGIN),食指伸直朝外快速往內翻轉成手心朝內。
898,兔子_A,(RABBIT_A),雙手掌心朝後，指尖朝上，觸頭兩側，手指再重複上下擺動。
899,兔子_B,(RABBIT_B),雙手食指和中指伸直向上，掌心向後，放在頭的兩側且指頭抖頭。
900,兒子,(SON),雙手姆指伸直，一手拇指從另一手手心中向下拉出後搖動。
901,兒童,(CHILD),雙手手心向上在肩上左右晃動。
902,兩,(TWO),食指和中指伸直，其餘握緊。
903,其中,(IN),一手掌心朝內放於身前，另一手五指捲曲向下動。
904,其他,(OTHER),一手掌心朝內，另一手手背與其相靠再往外一伸。
905,典當,(PAWN),雙手食指捲曲相對畫一圓。
906,典禮,(CEREMONY),一手食指伸直，另一手五指伸直，兩手相向重複彎起成捲曲。
907,刷子,(BRUSH),一手五指捲曲在另一手手心上重複前後動。
908,刷牙,(TOOTHBRUSH),食指伸直在口前重複左右動。
909,到,(ARRIVE),一手指尖以弧形移動碰觸另一手手心。
910,到底,(AFTER ALL),一手手心朝上不動，另一手四指併攏微彎，指尖朝下做弧狀移動到手心上。
911,刮鬍子,(SHAVE),食指捲曲畫下巴 。
912,協助,(HELP_S),雙手交替拍，掌心朝下。
913,卸任,(GO OFF STAGE),姆指伸直從另一手手背上往下動。
914,卸責,(RELIEVE OF RESPONSIBILITY),雙手微彎，一上一下於肩膀上方往外丟。
915,取,(TAKE),手掌心朝下，往後合成五指指尖相接成圈。
916,取消,(CANCEL),雙手食指及中指伸直併攏在身前交疊。
917,叔叔,(UNCLE (FATHER'S YOUNGER BROTHER)),父親+弟弟。
918,受傷,(INJURY),一手手心朝內不動，另一手食指伸直在其手背處往下劃。
919,味道,(TASTE),食指放於嘴角，口作嚐東西狀。
920,味精,(MONOSODIUM GLUTAMATE (MSG)),一手小指碰另一手拳後往外甩 。
921,咖啡,(COFFEE),棕+攪。
922,呼吸,(BREATHE),手往鼻子處收起作吸氣狀，往下放時打開作呼氣狀。
923,和,(AND),一手食指和中指伸出，另一手食指和拇指抓住其中指，食指則由內向外翻轉。
924,和尚,(MONK),佛教+男。
925,周,(CHOU (SURNAME)),雙手食指伸直，由額頭畫ㄇ狀。
926,周圍,(ENVIRONMENT),一手五指捲曲掌心朝下不動，另一手也是五指捲曲在其周圍重複向下放。
927,周轉,(TURNOVER),雙手五指彎曲，掌心相對繞圈。
928,命令,(COMMAND),一手食指中指合併伸直朝另一手伸直的姆指用力一動。
929,固執_A,(STUBBORN_A),姆指、食指和中指捲曲，敲太陽穴。
930,固執_B,(STUBBORN_B),一手姆指伸直，另一手中指和姆指在其後重複彈開。
931,坦白,(FRANK),雙手拇指、食指及中指伸直，一上一下向外動。
932,夜晚,(EVENING),雙手掌心向外，在眼前交叉。
933,奉獻,(OFFER),雙手五指伸直併攏， 掌心向上，在胸前一起向外移出。
934,奇怪_N,(STRANGE_N),五指伸直，食指觸下巴，其他手指擺動。
935,奇怪_S,(STRANGE_S),手在鼻前合起成食指伸直，其餘收起。
936,奔波,(RUSH ABOUT),拇指小指伸直，左右來回移動。
937,委員,(COMMITTEE MEMBER),系統+員。
938,妹妹,(YOUNGER SISTER),無名指伸直觸頰，再往下放。
939,姑姑,(FATHER'S SISTER),父親+姊姊(妹妹)。
940,姓,(SURNAME),名字_N+第一個。
941,姊姊,(ELDER SISTER),無名指伸直觸頰，再往上伸。
942,孤獨,(ALONE),一手姆指伸直，另一手在拇指上方繞圈。
943,宗旨,(GOAL),一手五指捲曲且指尖接觸，另一手食指伸直朝其移動並碰之。
944,官,(GOVERNMENT OFFICIAL),雙手五指伸直，拇指輕觸胸部不動。
945,宜蘭,(ILAN (PLACE NAME)),手握拳放鼻前，中指重複彈出。
946,尚未,(NOT YET),手掌心朝內，四指向下，左右幌動。
947,幸好,(FORTUNATELY),一手碰額頭後向外揮出 。
948,幸福,(HAPPINESS),手抓下巴後合起成五指彎曲且指尖相觸。
949,幸虧,(FORTUNATELY),一手碰額頭後向外揮出 。
